"","abortion","age","aid.blacks","aid.blacksCD","aid.blacksCR","aid.blacksD","aid.blacksR","anger.dem","anger.rep","auth.1","auth.2","auth.3","auth.4","bible","black","catholic","church","college","defense.spendingCD","defense.spendingCR","defense.spendingD","defense.spendingR","dem.afraid","dem.angry","dem.cares","dem.decent","dem.hope","dem.know","dem.leader","efficacy1","efficacy2","efficacy3","efficacy4","efficacy5","efficacy6","efficacy7","egal1","egal2","egal3","egal4","fear.dem","fear.rep","feel.asian","feel.black","feel.latino","feeling.dem","feeling.demc","feeling.rep","feeling.repc","female","feminists.therm","fundamental.therm","gay.therm","gays.adoption","gays.military","gov.services","gov.servicesCD","gov.servicesCR","gov.servicesD","gov.servicesR","hispanic","hope.dem","hope.rep","ideology","ideologyCD","ideologyCR","ideologyD","ideologyR","immigrants","income","interest.elections","interest.politics","jewish","jobs","jobsCD","jobsCR","jobsD","jobsR","know.interview.post","know.interview.pre","media","mode","moral1","moral2","moral3","moral4","nonwhite","other","other.race","p1","p2","p3","p4","p5","pid","primary","protect.gays","proud.dem","proud.rep","public.insurance","public.insuranceCD","public.insuranceCR","rep.afraid","rep.angry","rep.cares","rep.decent","rep.hope","rep.know","rep.leader","rid","rr1","rr2","rr3","rr4","split.house","split.senate","union.therm","vote","vote.house","vote.senate","voted","weights.all","weights.ftf","weights.web","white","women.role","women.roleCD","women.roleCR","year","rid2","group","racial.resentment","authoritarianism","efficacy","knowledge","dem_traits","rep_traits","dem_anxiety","rep_anxiety","participation"
"46191",2,0.7375,6,3,6,NA,NA,NA,NA,1,2,1,1,2,0,0,0,1,4,3,NA,NA,NA,NA,4,4,NA,3,3,4,4,1,1,2,4,3,1,5,1,1,NA,NA,50,60,NA,60,85,60,15,0,50,85,50,0,0,3,5,3,NA,NA,0,NA,NA,0.333333333333333,4,3,3,4,3,0,2,4,0,4,3,7,NA,NA,NA,NA,0,"3",2,5,NA,NA,0,1,0,0,0,0,0,1,0.166666666666667,1,0,NA,NA,2,3,6,NA,NA,1,1,NA,2,1,4619,4,2,3,2,"0","0",70,0,0,0,0,NA,NA,NA,1,NA,NA,NA,2020,23566,1,0.4375,0.25,3,NA,0.166666666666667,0.916666666666667,NA,NA,1
"46211",1,0.225,7,4,7,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,0,1,7,NA,NA,NA,NA,1,1,NA,1,1,4,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,85,100,0,NA,NA,NA,1,NA,7,6,4,NA,NA,0,NA,NA,0.833333333333333,2,6,1,6,NA,0,3,NA,0,4,1,7,NA,NA,NA,NA,0,"3",NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,1,0,1,NA,NA,4,1,7,NA,NA,4,4,NA,4,4,4621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2020,23568,1,NA,NA,2,NA,1,0,NA,NA,0
"46221",NA,0.7375,6,3,6,NA,NA,NA,NA,1,2,1,1,1,0,0,0,1,6,5,NA,NA,NA,NA,2,3,NA,2,2,4,2,1,1,3,2,2,1,1,1,1,NA,NA,70,70,70,70,70,40,NA,0,85,15,100,0,0,2,6,2,NA,NA,0,NA,NA,0.166666666666667,4,6,3,6,2,1,2,4,0,1,2,7,NA,NA,NA,NA,0,"3",2,3,NA,NA,0,1,0,0,0,0,0,1,0,1,0,NA,NA,1,5,7,NA,NA,1,1,NA,1,1,4622,2,1,1,2,"0",NA,70,0,0,NA,0,NA,NA,NA,1,NA,NA,NA,2020,23569,1,0.125,0.25,2.33333333333333,NA,0.583333333333333,1,NA,NA,1
"46231",2,0.7,6,1,6,NA,NA,NA,NA,1,1,1,1,2,0,1,0,1,1,7,NA,NA,NA,NA,2,1,NA,2,1,5,1,1,1,2,1,1,5,3,4,5,NA,NA,NA,50,85,0,15,85,85,1,15,60,60,0,0,4,7,4,NA,NA,0,NA,NA,0.833333333333333,2,7,1,6,3,1,3,4,0,6,2,7,NA,NA,NA,NA,0,"3",5,5,NA,NA,0,0,0,0,0,0,0,1,0.833333333333333,0,0,NA,NA,5,1,6,NA,NA,4,3,NA,2,4,4623,5,5,5,4,NA,NA,70,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,2020,23570,1,0.9375,0,1.83333333333333,NA,0.833333333333333,0.25,NA,NA,1
"46241",2,0.2375,2,5,2,NA,NA,NA,NA,2,2,2,2,3,0,0,1,0,2,6,NA,NA,NA,NA,1,1,NA,1,1,2,2,2,1,4,2,4,3,2,2,2,NA,NA,100,40,70,30,0,40,100,1,60,100,70,0,0,NA,2,5,NA,NA,0,NA,NA,NA,3,6,2,6,2,0,2,2,0,NA,5,2,NA,NA,NA,NA,NA,"3",2,3,NA,NA,0,0,0,0,0,0,0,1,0.833333333333333,0,1,NA,NA,3,3,5,NA,NA,3,2,NA,4,4,4624,5,1,3,5,"1","1",50,1,0,0,1,NA,NA,NA,1,NA,NA,NA,2020,23571,1,0.625,1,2.66666666666667,NA,1,0.25,NA,NA,1
"46251",3,0.5125,4,3,4,NA,NA,NA,NA,2,2,2,1,3,0,0,0,0,3,7,NA,NA,NA,NA,1,1,NA,1,1,2,2,1,1,4,2,3,1,3,2,2,NA,NA,NA,85,85,30,30,85,85,1,70,85,40,0,1,2,3,7,NA,NA,0,NA,NA,NA,1,6,2,6,3,0,1,3,0,6,2,6,NA,NA,NA,NA,0,"3",5,5,NA,NA,0,0,0,0,0,0,1,1,1,0,0,NA,NA,4,1,7,NA,NA,3,2,NA,3,4,4625,4,3,4,2,"0",NA,50,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,2020,23572,1,0.5625,0.75,2.33333333333333,NA,1,0.333333333333333,NA,NA,2
"46261",1,0.3,6,3,6,NA,NA,NA,NA,1,2,1,1,1,0,0,NA,1,3,5,NA,NA,NA,NA,4,4,NA,3,4,5,4,2,1,3,4,1,2,1,1,1,NA,NA,100,100,100,70,85,0,15,1,85,15,100,0,0,1,5,1,NA,NA,0,NA,NA,0,3,7,4,7,2,1,2,4,0,1,3,7,NA,NA,NA,NA,0,"3",4,1,NA,NA,0,1,0,0,0,0,0,1,0,0,0,NA,NA,1,3,7,NA,NA,1,1,NA,1,1,4626,1,1,1,1,"0","0",70,0,0,0,0,NA,NA,NA,1,NA,NA,NA,2020,23573,1,0,0.25,3.16666666666667,NA,0.0833333333333334,1,NA,NA,1
"46271",1,0.075,7,1,7,NA,NA,NA,NA,1,1,1,1,1,0,0,NA,1,3,7,NA,NA,NA,NA,3,2,NA,2,2,3,2,1,1,2,3,2,2,1,5,1,NA,NA,100,100,100,70,48,20,0,1,95,NA,100,0,0,3,5,1,NA,NA,0,NA,NA,0.166666666666667,3,7,3,7,2,0,2,3,0,3,4,7,NA,NA,NA,NA,0,"3",1,1,NA,NA,0,0,0,0,0,0,0,1,0.333333333333333,1,0,NA,NA,1,2,7,NA,NA,1,1,NA,1,1,4627,1,2,1,1,NA,NA,80,0,NA,NA,0,NA,NA,NA,1,NA,NA,NA,2020,23574,1,0.0625,0,2.16666666666667,NA,0.583333333333333,1,NA,NA,1
"46281",1,0.4125,7,3,7,NA,NA,NA,NA,1,1,1,1,2,0,0,0,1,2,7,NA,NA,NA,NA,2,2,NA,3,1,4,2,1,1,2,2,2,1,1,1,1,NA,NA,NA,95,80,60,70,2,0,1,85,NA,100,0,0,1,3,1,NA,NA,0,NA,NA,0,5,7,3,7,1,1,3,4,1,1,3,7,NA,NA,NA,NA,0,"3",2,1,NA,NA,0,0,0,0,1,1,1,1,0,1,0,NA,NA,1,3,7,NA,NA,1,1,NA,1,1,4628,1,1,1,1,"0",NA,50,0,0,NA,0,NA,NA,NA,1,NA,NA,NA,2020,23575,1,0,0,2.16666666666667,NA,0.666666666666667,1,NA,NA,4
"46291",3,0.6625,7,1,7,NA,NA,NA,NA,2,2,2,1,2,0,0,0,0,1,7,NA,NA,NA,NA,1,1,NA,1,1,5,1,1,1,1,1,2,1,1,1,5,NA,NA,NA,30,30,0,0,70,100,1,NA,50,50,0,1,7,7,1,NA,NA,0,NA,NA,1,7,7,1,6,3,1,3,3,0,7,1,7,NA,NA,NA,NA,0,"3",5,5,NA,NA,0,0,0,1,0,1,1,1,1,1,0,NA,NA,7,1,7,NA,NA,4,4,NA,4,4,4629,5,5,5,5,"0",NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,2020,23576,1,1,0.75,1.83333333333333,NA,1,0,NA,NA,4
"46321",1,0.0875,7,3,7,NA,NA,NA,NA,1,1,1,1,1,0,0,0,1,4,5,NA,NA,NA,NA,2,1,NA,2,1,5,3,2,1,2,4,2,1,1,1,1,NA,NA,90,90,90,45,55,10,10,1,100,10,85,0,0,1,5,1,NA,NA,0,NA,NA,0,4,6,4,6,1,0,3,4,1,1,3,7,NA,NA,NA,NA,0,"3",2,2,NA,NA,0,0,0,1,1,0,0,1,0.166666666666667,1,0,NA,NA,1,3,7,NA,NA,1,1,NA,1,1,4632,1,1,1,1,"0",NA,100,0,0,NA,0,NA,NA,NA,1,NA,NA,NA,2020,23579,1,0,0,3,NA,0.833333333333333,1,NA,NA,3
"46331",2,0.675,6,1,6,NA,NA,NA,NA,1,1,1,1,2,0,1,0,0,1,7,NA,NA,NA,NA,1,1,NA,1,1,4,1,1,1,2,1,3,1,1,2,3,NA,NA,NA,NA,NA,0,0,70,70,1,50,NA,NA,0,0,6,7,5,NA,NA,0,NA,NA,0.833333333333333,1,6,1,6,4,0,3,3,0,7,1,7,NA,NA,NA,NA,0,"3",3,5,NA,NA,0,0,0,0,0,1,1,1,0.666666666666667,1,0,NA,NA,7,1,6,NA,NA,3,2,NA,2,3,4633,4,5,5,3,"0","0",60,1,1,1,1,NA,NA,NA,1,NA,NA,NA,2020,23580,1,0.8125,0,2,NA,1,0.5,NA,NA,3
"46341",1,0.35,6,6,6,NA,NA,NA,NA,1,2,2,1,2,0,0,0,0,3,5,NA,NA,NA,NA,3,2,NA,3,1,5,2,2,1,2,2,2,1,1,1,1,NA,NA,100,100,100,85,70,85,70,0,50,50,50,0,0,1,4,4,NA,NA,0,NA,NA,0.5,1,5,1,6,3,1,3,4,1,NA,4,4,NA,NA,NA,NA,0,"3",1,5,NA,NA,0,0,0,0,0,0,0,1,0.166666666666667,0,0,NA,NA,NA,5,4,NA,NA,2,3,NA,1,2,4634,5,5,4,5,"0",NA,50,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,2020,23581,1,0.9375,0.5,2.5,NA,0.583333333333333,0.666666666666667,NA,NA,1
"46351",1,-0.325,7,1,7,NA,NA,NA,NA,1,2,2,1,1,0,0,NA,0,4,7,NA,NA,NA,NA,2,3,NA,4,4,5,5,1,1,2,5,2,1,4,2,3,NA,NA,NA,60,70,60,25,0,50,0,70,30,60,1,0,1,5,1,NA,NA,0,NA,NA,0.5,3,7,3,7,1,0,3,3,0,1,1,7,NA,NA,NA,NA,0,"3",3,2,NA,NA,0,1,0,0,1,1,1,1,0.5,0,0,NA,NA,1,1,7,NA,NA,1,1,NA,1,1,4635,5,5,5,1,NA,NA,85,0,NA,NA,0,NA,NA,NA,1,NA,NA,NA,2020,23582,1,0.75,0.5,3.33333333333333,NA,0.25,1,NA,NA,4
"46371",3,0.7,4,3,4,NA,NA,NA,NA,2,2,2,1,1,0,0,0,0,3,5,NA,NA,NA,NA,1,1,NA,1,1,2,1,2,1,4,1,4,2,2,2,2,NA,NA,NA,50,60,70,40,50,85,1,NA,50,70,1,0,4,5,4,NA,NA,0,NA,NA,0.5,3,4,6,3,5,1,3,2,0,3,3,5,NA,NA,NA,NA,0,"3",2,4,NA,NA,0,0,0,0,0,1,0,1,0.166666666666667,0,0,NA,NA,4,5,3,NA,NA,1,3,NA,3,3,4637,4,4,2,5,"0","0",NA,1,1,1,1,NA,NA,NA,1,NA,NA,NA,2020,23584,1,0.6875,0.75,2.33333333333333,NA,1,0.5,NA,NA,2
"46381",2,0.525,6,3,6,NA,NA,NA,NA,2,2,2,1,NA,0,0,0,1,4,6,NA,NA,NA,NA,1,2,NA,2,1,4,2,1,1,2,2,2,2,2,4,2,NA,NA,NA,80,80,40,60,30,30,0,70,50,80,0,0,4,6,1,NA,NA,0,NA,NA,0.666666666666667,2,7,1,7,2,1,3,3,0,5,2,7,NA,NA,NA,NA,0,"3",2,4,NA,NA,0,1,0,0,0,0,0,1,0.666666666666667,0,0,NA,NA,5,2,7,NA,NA,1,1,NA,1,1,4638,2,2,3,2,"0",NA,50,0,0,NA,0,NA,NA,NA,1,NA,NA,NA,2020,23585,1,0.3125,0.75,2.16666666666667,NA,0.833333333333333,1,NA,NA,1
"46391",1,0.05,7,3,7,NA,NA,NA,NA,1,2,2,1,1,0,0,NA,0,3,7,NA,NA,NA,NA,3,4,NA,4,3,2,2,1,1,3,4,2,1,1,1,1,NA,NA,NA,85,70,80,90,10,0,1,90,NA,70,0,0,3,5,1,NA,NA,0,NA,NA,0.166666666666667,2,7,3,6,3,1,1,3,0,2,2,7,NA,NA,NA,NA,0,"3",2,1,NA,NA,0,0,0,0,0,0,0,1,0,0,0,NA,NA,2,3,7,NA,NA,1,1,NA,1,1,4639,1,1,2,1,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2020,23586,1,0.0625,0.5,2.33333333333333,NA,0.166666666666667,1,NA,NA,1
"46401",4,0.3,7,1,7,NA,NA,NA,NA,1,1,1,1,3,0,0,0,0,1,7,NA,NA,NA,NA,1,1,NA,1,1,5,2,1,1,2,2,2,1,5,3,3,NA,NA,NA,75,75,0,0,70,100,0,NA,90,50,0,0,7,7,1,NA,NA,0,NA,NA,1,1,6,1,5,3,1,3,3,0,7,1,7,NA,NA,NA,NA,0,"3",5,5,NA,NA,0,0,0,0,0,1,0,1,1,1,0,NA,NA,7,1,7,NA,NA,4,4,NA,4,4,4640,4,5,5,4,"0",NA,30,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,2020,23587,1,0.875,0,2.33333333333333,NA,1,0,NA,NA,2
"46411",1,0.55,4,4,4,NA,NA,NA,NA,1,2,1,1,2,0,1,NA,1,4,6,NA,NA,NA,NA,1,2,NA,2,3,4,4,2,1,3,3,2,1,1,1,2,NA,NA,90,90,90,50,85,50,40,1,40,90,100,0,0,3,6,5,NA,NA,0,NA,NA,0.666666666666667,2,5,2,6,4,1,2,2,0,NA,3,6,NA,NA,NA,NA,0,"3",3,4,NA,NA,0,0,0,0,0,0,0,1,0.5,1,0,NA,NA,3,1,7,NA,NA,1,1,NA,2,1,4641,4,4,4,2,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2020,23588,1,0.625,0.25,3,NA,0.666666666666667,0.916666666666667,NA,NA,1
"46421",3,0.0125,6,1,6,NA,NA,NA,NA,1,2,2,1,1,0,1,NA,0,2,6,NA,NA,NA,NA,1,1,NA,1,1,4,1,1,1,3,5,1,3,3,2,4,NA,NA,50,50,50,15,40,85,70,0,50,50,50,1,1,7,7,2,NA,NA,0,NA,NA,0.5,3,6,2,6,3,1,2,4,0,6,2,6,NA,NA,NA,NA,0,"3",4,3,NA,NA,0,0,0,0,0,0,0,1,1,0,0,NA,NA,NA,1,7,NA,NA,3,2,NA,2,3,4642,5,5,4,2,"1",NA,50,1,0,NA,1,NA,NA,NA,1,NA,NA,NA,2020,23589,1,0.75,0.5,2.5,NA,1,0.5,NA,NA,1
"46441",1,0.4125,4,2,4,NA,NA,NA,NA,1,2,2,1,3,0,0,0,1,5,7,NA,NA,NA,NA,1,2,NA,2,2,2,2,1,1,2,2,2,2,3,4,3,NA,NA,50,50,50,70,70,40,30,0,60,40,60,0,0,1,7,2,NA,NA,0,NA,NA,0.5,5,2,5,1,4,1,1,3,0,1,4,4,NA,NA,NA,NA,NA,"3",2,4,NA,NA,0,0,0,0,0,0,0,1,0.5,0,1,NA,NA,1,4,7,NA,NA,1,1,NA,1,1,4644,5,5,5,3,"0",NA,50,0,0,NA,0,NA,NA,NA,1,NA,NA,NA,2020,23591,1,0.875,0.5,1.83333333333333,NA,0.75,1,NA,NA,1
"46481",1,0.2125,5,1,5,NA,NA,NA,NA,2,2,2,2,2,0,1,NA,1,1,5,NA,NA,NA,NA,1,1,NA,1,1,4,1,1,1,3,1,5,4,5,4,1,NA,NA,50,50,50,0,0,100,85,1,50,50,40,1,1,4,7,3,NA,NA,0,NA,NA,0.833333333333333,1,7,1,6,3,0,3,3,0,4,3,4,NA,NA,NA,NA,NA,"3",1,5,NA,NA,0,0,0,0,0,1,0,1,1,1,1,NA,NA,3,7,3,NA,NA,3,3,NA,2,3,4648,5,5,5,5,"1",NA,50,1,0,NA,1,NA,NA,NA,1,NA,NA,NA,2020,23595,1,1,1,2.5,NA,1,0.416666666666667,NA,NA,2
"46501",3,0.5875,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,1,1,6,NA,NA,NA,NA,1,1,NA,1,1,2,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0,70,85,1,NA,NA,NA,0,NA,3,1,5,NA,NA,0,NA,NA,0.833333333333333,6,6,5,6,NA,NA,2,NA,0,4,2,6,NA,NA,NA,NA,0,"3",NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,1,1,0,NA,NA,4,1,5,NA,NA,3,3,NA,4,4,4650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2020,23597,1,NA,NA,1.66666666666667,NA,1,0.166666666666667,NA,NA,0
"46511",1,0.275,7,3,7,NA,NA,NA,NA,1,1,2,1,1,0,0,NA,1,3,7,NA,NA,NA,NA,4,4,NA,2,3,4,2,1,1,2,2,2,1,1,1,1,NA,NA,100,100,100,50,75,0,0,0,70,NA,85,0,0,1,5,1,NA,NA,0,NA,NA,0,4,7,5,7,1,1,2,2,0,4,4,7,NA,NA,NA,NA,0,"3",3,1,NA,NA,0,0,0,0,0,0,0,1,0,1,0,NA,NA,1,4,7,NA,NA,1,1,NA,1,1,4651,1,1,1,1,"0","0",50,0,0,0,0,NA,NA,NA,1,NA,NA,NA,2020,23598,1,0,0.25,2.16666666666667,NA,0.25,1,NA,NA,1
"46521",3,0.2,6,1,6,NA,NA,NA,NA,1,2,2,1,2,0,0,0,1,1,7,NA,NA,NA,NA,1,1,NA,1,1,4,2,1,1,1,5,2,4,5,3,4,NA,NA,NA,50,50,0,0,100,100,1,NA,100,50,1,1,4,7,1,NA,NA,0,NA,NA,1,1,5,1,6,3,1,3,4,0,7,1,7,NA,NA,NA,NA,0,"3",5,5,NA,NA,0,0,0,1,1,1,1,1,1,0,0,NA,NA,7,1,7,NA,NA,4,3,NA,3,4,4652,4,5,5,2,"0","0",50,1,1,1,1,NA,NA,NA,1,NA,NA,NA,2020,23599,1,0.75,0.5,2.5,NA,1,0.166666666666667,NA,NA,5
"46531",3,-0.325,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,4,5,NA,NA,NA,NA,1,1,NA,2,1,4,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,70,70,0,NA,NA,NA,1,NA,4,5,4,NA,NA,0,NA,NA,0.5,4,5,4,6,NA,0,3,NA,0,4,5,5,NA,NA,NA,NA,0,"3",NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,0.666666666666667,0,0,NA,NA,4,3,5,NA,NA,2,2,NA,2,2,4653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2020,23600,1,NA,NA,2.66666666666667,NA,0.916666666666667,0.666666666666667,NA,NA,0
"46541",3,0.6875,7,1,7,NA,NA,NA,NA,1,2,2,1,2,0,0,NA,0,5,3,NA,NA,NA,NA,2,4,NA,3,3,4,1,2,1,3,1,4,1,2,2,1,NA,NA,NA,50,50,100,100,0,0,1,100,NA,60,0,0,1,7,1,NA,NA,0,NA,NA,NA,3,4,4,4,3,0,1,4,0,NA,5,3,NA,NA,NA,NA,0,"3",1,5,NA,NA,0,0,0,0,0,0,0,1,0,1,0,NA,NA,NA,5,3,NA,NA,1,1,NA,1,1,4654,5,1,3,5,NA,NA,50,0,NA,NA,0,NA,NA,NA,1,NA,NA,NA,2020,23601,1,0.625,0.5,2.5,NA,0.333333333333333,1,NA,NA,1
"46551",1,0.65,7,3,7,NA,NA,NA,NA,1,2,1,1,2,0,1,NA,1,4,3,NA,NA,NA,NA,4,4,NA,4,3,4,1,1,1,2,2,2,1,1,1,1,NA,NA,NA,60,60,70,85,0,0,1,60,NA,50,0,0,4,3,7,NA,NA,0,NA,NA,0.333333333333333,4,7,3,7,2,1,3,3,0,3,4,7,NA,NA,NA,NA,0,"3",3,2,NA,NA,0,0,0,0,0,0,1,1,0.333333333333333,1,0,NA,NA,1,3,7,NA,NA,1,1,NA,1,1,4655,1,1,1,1,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2020,23602,1,0,0.25,2,NA,0.0833333333333334,1,NA,NA,2
"46561",3,0.5,5,1,5,NA,NA,NA,NA,2,2,1,1,3,0,0,1,0,1,2,NA,NA,NA,NA,1,1,NA,1,1,5,1,1,1,2,2,3,2,1,3,1,NA,NA,NA,70,70,0,0,70,100,0,15,85,15,1,1,7,7,2,NA,NA,0,NA,NA,0.833333333333333,1,6,1,5,4,1,3,4,0,6,1,5,NA,NA,NA,NA,0,"3",5,5,NA,NA,0,0,0,0,0,1,1,1,1,1,0,NA,NA,7,1,7,NA,NA,4,3,NA,3,4,4656,5,3,4,4,"0",NA,15,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,2020,23603,1,0.75,0.5,2.33333333333333,NA,1,0.166666666666667,NA,NA,3
"46571",1,0.6875,7,1,7,NA,NA,NA,NA,1,2,1,1,1,0,0,NA,1,4,7,NA,NA,NA,NA,4,4,NA,4,4,5,3,2,2,4,4,1,1,2,2,1,NA,NA,NA,70,70,70,100,0,0,0,85,NA,70,0,0,1,7,1,NA,NA,0,NA,NA,0.333333333333333,3,7,2,7,1,1,3,3,0,2,2,7,NA,NA,NA,NA,0,"3",1,3,NA,NA,0,0,0,0,0,0,1,1,0.333333333333333,1,0,NA,NA,3,3,7,NA,NA,1,1,NA,1,1,4657,1,1,1,1,"0",NA,60,0,0,NA,0,NA,NA,NA,1,NA,NA,NA,2020,23604,1,0,0.25,3.16666666666667,NA,0,1,NA,NA,2
"46581",3,0.3375,4,4,4,NA,NA,NA,NA,2,2,1,1,2,0,1,1,1,2,5,NA,NA,NA,NA,1,1,NA,2,1,4,2,1,1,3,2,2,1,2,1,2,NA,NA,NA,85,85,0,15,60,85,0,30,50,100,0,0,NA,5,4,NA,NA,0,NA,NA,0.5,2,4,2,6,3,0,3,3,0,5,2,6,NA,NA,NA,NA,0,"3",5,5,NA,NA,0,0,0,0,0,0,0,1,0.833333333333333,0,0,NA,NA,7,1,7,NA,NA,2,2,NA,2,2,4658,3,5,3,2,"0","0",50,1,1,1,1,NA,NA,NA,1,NA,NA,NA,2020,23605,1,0.5625,0.5,2.33333333333333,NA,0.916666666666667,0.666666666666667,NA,NA,1
"46591",3,0.5,1,7,1,NA,NA,NA,NA,2,2,1,2,2,0,0,NA,0,7,1,NA,NA,NA,NA,1,1,NA,1,1,2,4,2,2,4,2,3,2,4,2,2,NA,NA,NA,50,50,50,0,100,100,1,50,50,50,0,0,1,7,7,NA,NA,0,NA,NA,NA,1,1,1,1,4,0,2,3,0,NA,2,1,NA,NA,NA,NA,0,"3",2,3,NA,NA,0,1,0,0,0,0,0,0,1,1,1,NA,NA,4,7,1,NA,NA,4,4,NA,4,4,4659,4,3,3,3,"0","0",50,1,1,1,1,NA,NA,NA,1,NA,NA,NA,2020,23606,1,0.5625,0.75,2.83333333333333,NA,1,0,NA,NA,0
"46621",1,0.625,7,2,7,NA,NA,NA,NA,1,1,1,1,NA,0,0,0,1,4,6,NA,NA,NA,NA,4,4,NA,3,3,5,4,2,1,4,4,3,2,2,2,2,NA,NA,70,60,70,85,85,15,15,0,85,30,70,0,0,1,5,1,NA,NA,0,NA,NA,0.166666666666667,4,7,2,6,2,1,3,3,0,4,4,7,NA,NA,NA,NA,0,"3",3,3,NA,NA,0,0,0,1,0,0,1,1,0,1,0,NA,NA,1,3,7,NA,NA,1,1,NA,1,1,4662,1,1,1,1,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2020,23609,1,0,0,3.66666666666667,NA,0.166666666666667,1,NA,NA,3
"46631",1,0.6875,7,2,7,NA,NA,NA,NA,1,2,1,1,2,0,1,1,1,4,1,NA,NA,NA,NA,4,3,NA,3,3,4,3,2,1,2,4,2,1,1,1,1,NA,NA,NA,100,100,85,85,15,0,1,90,45,90,0,0,2,5,1,NA,NA,0,NA,NA,0.166666666666667,4,7,3,7,2,0,3,3,0,3,3,7,NA,NA,NA,NA,0,"3",2,2,NA,NA,0,0,0,0,0,0,0,1,0.166666666666667,1,0,NA,NA,3,2,7,NA,NA,1,1,NA,1,1,4663,1,1,1,1,"0","0",60,0,0,0,0,NA,NA,NA,1,NA,NA,NA,2020,23610,1,0,0.25,2.83333333333333,NA,0.25,1,NA,NA,1
"46651",3,0.65,6,2,6,NA,NA,NA,NA,1,2,2,1,2,0,0,0,0,1,6,NA,NA,NA,NA,1,1,NA,1,1,5,4,1,1,2,4,2,2,4,4,3,NA,NA,NA,100,100,0,30,85,85,1,50,30,100,0,0,7,7,3,NA,NA,0,NA,NA,0.833333333333333,1,6,1,6,3,0,3,3,1,6,1,6,NA,NA,NA,NA,0,"3",2,5,NA,NA,0,0,0,1,0,0,0,1,1,0,0,NA,NA,7,1,7,NA,NA,4,3,NA,4,4,4665,5,4,4,4,"0",NA,40,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,2020,23612,1,0.8125,0.5,3,NA,1,0.0833333333333334,NA,NA,2
"46661",3,0.2,7,1,7,NA,NA,NA,NA,2,2,2,2,2,0,0,0,1,4,4,NA,NA,NA,NA,3,1,NA,2,2,2,2,2,1,2,4,3,3,3,2,3,NA,NA,NA,50,50,60,60,30,0,1,60,40,50,0,0,4,5,1,NA,NA,0,NA,NA,0.333333333333333,3,7,2,6,2,1,1,3,0,5,3,7,NA,NA,NA,NA,0,"3",2,4,NA,NA,0,0,0,0,0,0,0,1,0.166666666666667,0,0,NA,NA,4,1,7,NA,NA,1,1,NA,1,1,4666,1,3,3,3,"0","0",70,0,0,0,0,NA,NA,NA,1,NA,NA,NA,2020,23613,1,0.375,1,2.5,NA,0.666666666666667,1,NA,NA,1
"46671",NA,0.5,4,1,4,NA,NA,NA,NA,1,1,1,1,2,0,0,NA,1,1,6,NA,NA,NA,NA,1,1,NA,1,1,4,5,2,1,2,4,2,2,4,1,4,NA,NA,NA,85,85,0,15,60,70,1,50,50,50,0,0,4,7,3,NA,NA,0,NA,NA,0.666666666666667,2,5,1,6,3,1,3,3,0,7,1,6,NA,NA,NA,NA,0,"3",2,2,NA,NA,0,0,0,0,0,0,0,1,0.666666666666667,0,0,NA,NA,6,1,5,NA,NA,3,2,NA,2,3,4667,2,2,2,2,"0","0",15,1,1,1,1,NA,NA,NA,1,NA,NA,NA,2020,23614,1,0.25,0,3.16666666666667,NA,1,0.5,NA,NA,1
